id,unit_id,course_id,title,subtitle,image_url,image_alt,intro_reading,intro_discussion,context_refs,vocab_use,vocab_extra,status,level,tags
mansfield:bliss-opening,mansfield,modernism,"Bliss — opening moves","Surface gaiety and subterranean signals",,,,,"mansfield-bio;modernism-gesture","modernism-core;narration-fp","Prolepsis",ready,KS5,"AQA Lit;Edexcel"
